SKU,BRAND,IME PRODUKTA,KATEGORIJA,PODKATEGORIJA,PODPODKATEGORIJA,KRATEK OPIS,DOLGI OPIS,CENA,SLIKE,URL
7350823,Teufelberger,Prusik zanka 8 mm -30 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP Loop 8mm 30cm,,"30,62",,
7350824,Teufelberger,Prusik zanka 8 mm -60 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP Loop 8mm 60cm,,"30,74",,
7350825,Teufelberger,Prusik zanka 8 mm -120 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP Loop 8mm 120cm,,"40,75",,
7350826,Teufelberger,Prusik zanka 8 mm -150 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP Loop 8mm 150cm,,"40,87",,
7351050,Teufelberger,Prusik zanka 10 mm -50 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP Loop 10mm 50cm,,"31,11",,
7351070,Teufelberger,Prusik zanka 10 mm -70 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP Loop 10mm 70cm,,"31,35",,
7350057,Teufelberger,Sirius zanka 50 cm ,PLEZALNA OPREMA,ZANKE,PRUSIK,Sirius Loop 10mm 50cm,,"19,76",,
7350059,Teufelberger,Sirius zanka 60 cm ,PLEZALNA OPREMA,ZANKE,PRUSIK,Sirius Loop 10mm 60cm,,"19,89",,
7350058,Teufelberger,Sirius zanka 70 cm ,PLEZALNA OPREMA,ZANKE,PRUSIK,Sirius Loop 10mm 70cm,,"20,01",,
7351130,Teufelberger,DRT sistem -35 m,VRVI,DINAMIČNE VRVI,,"CEclimb 11,5mm /35 m (8 mm OP E2E)","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristični komplet TEUFELBERGER CEclimb TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristični komplet TEUFELBERGER CEclimb TACHYON 11,5 mm + 1× uho</h1>

    <p>
        Prvi certificirani arboristični sistem na svetu.
        Zasnovan je za plezanje in delovno pozicioniranje pri delu v krošnji dreves.
        Vse komponente sistema so certificirane za skupno uporabo.
    </p>

    <h2>Vsebina kompleta CEclimb TACHYON 11,5 mm</h2>
    <ul>
        <li>arboristična vrv TACHYON 11,5 mm s certificiranim ušesom</li>
        <li>prusik z zaščitnim ovojem OCEAN POLYESTER 8 mm</li>
        <li>pozicijski škripec DMM Hitch Climber</li>
        <li>ovalna vponka DMM Ultra O Locksafe</li>
        <li>transportna torba za shranjevanje sistema</li>
    </ul>

    <h2>Uporaba</h2>
    <p>
        Komplet je namenjen profesionalnim arboristom za varno plezanje
        in učinkovito delovno pozicioniranje v drevesni krošnji.
        Certificirana sestava zagotavlja združljivost in zanesljivo delovanje vseh komponent.
    </p>

</body>
</html>","378,20",https://skyman-cz.s9.cdn-upgates.com/_cache/1/e/1e…585f97453d17-f8a57e185428c70f0522c3e57cb22507.jpg,https://www.skyman.cz/en/p/arborist-set-teufelberger-ceclimb-tachyon-11-5-mm-1x-eye
7351131,Teufelberger,DRT sistem -45 m,VRVI,DINAMIČNE VRVI,,"CEclimb 11,5 mm/45 m (8 mm OP E2E)","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristični komplet TEUFELBERGER CEclimb TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristični komplet TEUFELBERGER CEclimb TACHYON 11,5 mm + 1× uho</h1>

    <p>
        Prvi certificirani arboristični sistem na svetu.
        Zasnovan je za plezanje in delovno pozicioniranje pri delu v krošnji dreves.
        Vse komponente sistema so certificirane za skupno uporabo.
    </p>

    <h2>Vsebina kompleta CEclimb TACHYON 11,5 mm</h2>
    <ul>
        <li>arboristična vrv TACHYON 11,5 mm s certificiranim ušesom</li>
        <li>prusik z zaščitnim ovojem OCEAN POLYESTER 8 mm</li>
        <li>pozicijski škripec DMM Hitch Climber</li>
        <li>ovalna vponka DMM Ultra O Locksafe</li>
        <li>transportna torba za shranjevanje sistema</li>
    </ul>

    <h2>Uporaba</h2>
    <p>
        Komplet je namenjen profesionalnim arboristom za varno plezanje
        in učinkovito delovno pozicioniranje v drevesni krošnji.
        Certificirana sestava zagotavlja združljivost in zanesljivo delovanje vseh komponent.
    </p>

</body>
</html>","427,00",https://skyman-cz.s9.cdn-upgates.com/_cache/1/e/1e…585f97453d17-f8a57e185428c70f0522c3e57cb22507.jpg,https://www.skyman.cz/en/p/arborist-set-teufelberger-ceclimb-tachyon-11-5-mm-1x-eye
7351132,Teufelberger,DRT sistem -60 m,VRVI,DINAMIČNE VRVI,,"CEclimb 11,5 mm/60 m (8 mm OP E2E)","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristični komplet TEUFELBERGER CEclimb TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristični komplet TEUFELBERGER CEclimb TACHYON 11,5 mm + 1× uho</h1>

    <p>
        Prvi certificirani arboristični sistem na svetu.
        Zasnovan je za plezanje in delovno pozicioniranje pri delu v krošnji dreves.
        Vse komponente sistema so certificirane za skupno uporabo.
    </p>

    <h2>Vsebina kompleta CEclimb TACHYON 11,5 mm</h2>
    <ul>
        <li>arboristična vrv TACHYON 11,5 mm s certificiranim ušesom</li>
        <li>prusik z zaščitnim ovojem OCEAN POLYESTER 8 mm</li>
        <li>pozicijski škripec DMM Hitch Climber</li>
        <li>ovalna vponka DMM Ultra O Locksafe</li>
        <li>transportna torba za shranjevanje sistema</li>
    </ul>

    <h2>Uporaba</h2>
    <p>
        Komplet je namenjen profesionalnim arboristom za varno plezanje
        in učinkovito delovno pozicioniranje v drevesni krošnji.
        Certificirana sestava zagotavlja združljivost in zanesljivo delovanje vseh komponent.
    </p>

</body>
</html>","501,91",https://skyman-cz.s9.cdn-upgates.com/_cache/1/e/1e…585f97453d17-f8a57e185428c70f0522c3e57cb22507.jpg,https://www.skyman.cz/en/p/arborist-set-teufelberger-ceclimb-tachyon-11-5-mm-1x-eye
7350411,Teufelberger,"Vrv Tahyon 11,5 mm - siva",VRVI,VRVI NA METER,,"Tachyon 11,5 mm ASH, škatla, 825 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</title>
</head>
<body>

    <h1>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Material:</strong> PES, PA, poliolefin</li>
        <li><strong>Število pramenov opleta:</strong> 24</li>
        <li><strong>Premer vrvi:</strong> 11,5 mm</li>
        <li><strong>Teža:</strong> 94 g/m</li>
        <li><strong>Mejna nosilnost vrvi (MBS):</strong> 2.570 daN</li>
        <li><strong>Mejna nosilnost z ušesom:</strong> 1.800 daN (minimalna zajamčena nosilnost akreditiranega spoja SKYMAN.CZ)</li>
        <li><strong>Certifikacija:</strong> EN 1891 A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Vrhunska arboristična vrv z edinstvenimi lastnostmi, namenjena profesionalnim arboristom.
        24-pramenski PES oplet zagotavlja odličen oprijem, idealen za uporabo s prusikovimi vozli.
    </p>

    <p>
        Natančno delo z vrvjo omogoča posebna sredica, ki ohranja okroglo obliko
        tako pod obremenitvijo kot tudi pri uporabi pozicijskih naprav
        (ZIGZAG, SPIDERJACK, RIG ipd.).
    </p>

    <h2>Konstrukcija vrvi</h2>
    <p>
        Dvojna sredica, imenovana <em>flexifirm</em> (fleksibilna in čvrsta),
        je sestavljena iz notranjega jedra iz poliolefinastih vlaken,
        ki obdajajo poliamidna vlakna.
        Ta kombinacija omogoča boljše blaženje sunkov energije.
    </p>

    <ul>
        <li>majhen raztezek pri običajni obremenitvi za natančno plezanje</li>
        <li>večji raztezek pri visoki obremenitvi za zmanjšanje tveganja poškodb ob padcu v vrv</li>
        <li>polna funkcionalnost z opremo za vrvi premera 11 mm</li>
    </ul>

    <h2>SLAICE® – certificiran patentiran zaključek vrvi z ušesom</h2>
    <ul>
        <li>del sredice je nadomeščen z vlakni Dyneema (večja fleksibilnost ob ohranjeni trdnosti)</li>
        <li>skupna dolžina zaključka: 130–142 mm</li>
        <li>dolžina nosilnega šiva: 42 mm (zaščiten s plastjo smole)</li>
    </ul>

    <h2>Naročanje</h2>
    <p>
        Vrv je na voljo z našim akreditiranim zaključkom v poljubni dolžini,
        natančno prilagojeni vašim potrebam.
    </p>

</body>
</html>","4,39",https://skyman-cz.s9.cdn-upgates.com/_cache/6/3/63…585f9f8a3d9a-02767b1259153d84eef199ff30872894.jpg,
7350413,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/modra",VRVI,VRVI NA METER,,"Tachyon 11,5 mm oranžna/modra, škatla, 825 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</title>
</head>
<body>

    <h1>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Material:</strong> PES, PA, poliolefin</li>
        <li><strong>Število pramenov opleta:</strong> 24</li>
        <li><strong>Premer vrvi:</strong> 11,5 mm</li>
        <li><strong>Teža:</strong> 94 g/m</li>
        <li><strong>Mejna nosilnost vrvi (MBS):</strong> 2.570 daN</li>
        <li><strong>Mejna nosilnost z ušesom:</strong> 1.800 daN (minimalna zajamčena nosilnost akreditiranega spoja SKYMAN.CZ)</li>
        <li><strong>Certifikacija:</strong> EN 1891 A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Vrhunska arboristična vrv z edinstvenimi lastnostmi, namenjena profesionalnim arboristom.
        24-pramenski PES oplet zagotavlja odličen oprijem, idealen za uporabo s prusikovimi vozli.
    </p>

    <p>
        Natančno delo z vrvjo omogoča posebna sredica, ki ohranja okroglo obliko
        tako pod obremenitvijo kot tudi pri uporabi pozicijskih naprav
        (ZIGZAG, SPIDERJACK, RIG ipd.).
    </p>

    <h2>Konstrukcija vrvi</h2>
    <p>
        Dvojna sredica, imenovana <em>flexifirm</em> (fleksibilna in čvrsta),
        je sestavljena iz notranjega jedra iz poliolefinastih vlaken,
        ki obdajajo poliamidna vlakna.
        Ta kombinacija omogoča boljše blaženje sunkov energije.
    </p>

    <ul>
        <li>majhen raztezek pri običajni obremenitvi za natančno plezanje</li>
        <li>večji raztezek pri visoki obremenitvi za zmanjšanje tveganja poškodb ob padcu v vrv</li>
        <li>polna funkcionalnost z opremo za vrvi premera 11 mm</li>
    </ul>

    <h2>SLAICE® – certificiran patentiran zaključek vrvi z ušesom</h2>
    <ul>
        <li>del sredice je nadomeščen z vlakni Dyneema (večja fleksibilnost ob ohranjeni trdnosti)</li>
        <li>skupna dolžina zaključka: 130–142 mm</li>
        <li>dolžina nosilnega šiva: 42 mm (zaščiten s plastjo smole)</li>
    </ul>

    <h2>Naročanje</h2>
    <p>
        Vrv je na voljo z našim akreditiranim zaključkom v poljubni dolžini,
        natančno prilagojeni vašim potrebam.
    </p>

</body>
</html>","4,39",https://skyman-cz.s9.cdn-upgates.com/_cache/8/0/80…585f9f8c487a-d707d24641c8e59b9100eea99d41f9d6.jpg,
7350414,Teufelberger,"Vrv Tahyon 11,5 mm - zelena/modra",VRVI,VRVI NA METER,,"Tachyon 11,5 mm zelena/modra, škatla, 825 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</title>
</head>
<body>

    <h1>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Material:</strong> PES, PA, poliolefin</li>
        <li><strong>Število pramenov opleta:</strong> 24</li>
        <li><strong>Premer vrvi:</strong> 11,5 mm</li>
        <li><strong>Teža:</strong> 94 g/m</li>
        <li><strong>Mejna nosilnost vrvi (MBS):</strong> 2.570 daN</li>
        <li><strong>Mejna nosilnost z ušesom:</strong> 1.800 daN (minimalna zajamčena nosilnost akreditiranega spoja SKYMAN.CZ)</li>
        <li><strong>Certifikacija:</strong> EN 1891 A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Vrhunska arboristična vrv z edinstvenimi lastnostmi, namenjena profesionalnim arboristom.
        24-pramenski PES oplet zagotavlja odličen oprijem, idealen za uporabo s prusikovimi vozli.
    </p>

    <p>
        Natančno delo z vrvjo omogoča posebna sredica, ki ohranja okroglo obliko
        tako pod obremenitvijo kot tudi pri uporabi pozicijskih naprav
        (ZIGZAG, SPIDERJACK, RIG ipd.).
    </p>

    <h2>Konstrukcija vrvi</h2>
    <p>
        Dvojna sredica, imenovana <em>flexifirm</em> (fleksibilna in čvrsta),
        je sestavljena iz notranjega jedra iz poliolefinastih vlaken,
        ki obdajajo poliamidna vlakna.
        Ta kombinacija omogoča boljše blaženje sunkov energije.
    </p>

    <ul>
        <li>majhen raztezek pri običajni obremenitvi za natančno plezanje</li>
        <li>večji raztezek pri visoki obremenitvi za zmanjšanje tveganja poškodb ob padcu v vrv</li>
        <li>polna funkcionalnost z opremo za vrvi premera 11 mm</li>
    </ul>

    <h2>SLAICE® – certificiran patentiran zaključek vrvi z ušesom</h2>
    <ul>
        <li>del sredice je nadomeščen z vlakni Dyneema (večja fleksibilnost ob ohranjeni trdnosti)</li>
        <li>skupna dolžina zaključka: 130–142 mm</li>
        <li>dolžina nosilnega šiva: 42 mm (zaščiten s plastjo smole)</li>
    </ul>

    <h2>Naročanje</h2>
    <p>
        Vrv je na voljo z našim akreditiranim zaključkom v poljubni dolžini,
        natančno prilagojeni vašim potrebam.
    </p>

</body>
</html>","4,39",https://skyman-cz.s9.cdn-upgates.com/_cache/4/d/4d…85f9f88c7b7-46c87d69620a3f2dc604da9a528f262c.jpeg,
7350415,Teufelberger,"Vrv Tahyon 11,5 mm - oranžna/rumena",VRVI,VRVI NA METER,,"Tachyon 11,5 mm oranžna/rumena, škatla, 825 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</title>
</head>
<body>

    <h1>Arboristična vrv TEUFELBERGER TACHYON 11,5 mm – metrska prodaja</h1>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Material:</strong> PES, PA, poliolefin</li>
        <li><strong>Število pramenov opleta:</strong> 24</li>
        <li><strong>Premer vrvi:</strong> 11,5 mm</li>
        <li><strong>Teža:</strong> 94 g/m</li>
        <li><strong>Mejna nosilnost vrvi (MBS):</strong> 2.570 daN</li>
        <li><strong>Mejna nosilnost z ušesom:</strong> 1.800 daN (minimalna zajamčena nosilnost akreditiranega spoja SKYMAN.CZ)</li>
        <li><strong>Certifikacija:</strong> EN 1891 A</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Vrhunska arboristična vrv z edinstvenimi lastnostmi, namenjena profesionalnim arboristom.
        24-pramenski PES oplet zagotavlja odličen oprijem, idealen za uporabo s prusikovimi vozli.
    </p>

    <p>
        Natančno delo z vrvjo omogoča posebna sredica, ki ohranja okroglo obliko
        tako pod obremenitvijo kot tudi pri uporabi pozicijskih naprav
        (ZIGZAG, SPIDERJACK, RIG ipd.).
    </p>

    <h2>Konstrukcija vrvi</h2>
    <p>
        Dvojna sredica, imenovana <em>flexifirm</em> (fleksibilna in čvrsta),
        je sestavljena iz notranjega jedra iz poliolefinastih vlaken,
        ki obdajajo poliamidna vlakna.
        Ta kombinacija omogoča boljše blaženje sunkov energije.
    </p>

    <ul>
        <li>majhen raztezek pri običajni obremenitvi za natančno plezanje</li>
        <li>večji raztezek pri visoki obremenitvi za zmanjšanje tveganja poškodb ob padcu v vrv</li>
        <li>polna funkcionalnost z opremo za vrvi premera 11 mm</li>
    </ul>

    <h2>SLAICE® – certificiran patentiran zaključek vrvi z ušesom</h2>
    <ul>
        <li>del sredice je nadomeščen z vlakni Dyneema (večja fleksibilnost ob ohranjeni trdnosti)</li>
        <li>skupna dolžina zaključka: 130–142 mm</li>
        <li>dolžina nosilnega šiva: 42 mm (zaščiten s plastjo smole)</li>
    </ul>

    <h2>Naročanje</h2>
    <p>
        Vrv je na voljo z našim akreditiranim zaključkom v poljubni dolžini,
        natančno prilagojeni vašim potrebam.
    </p>

</body>
</html>","4,39",	https://skyman-cz.s9.cdn-upgates.com/_cache/d/1/d1…585f9f8b5791-4792f4e71da54e99483b4c4f81555be1.jpg,
7350227,Teufelberger,"Vrv Tahyon 11,5 mm - siva - 35m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm siva, 1× spLIFE, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Opis</h2>
    <p>
        V arborističnih krogih je TACHYON hitro postal najbolj priljubljena vrv
        med 24-pramenskimi vrvmi. Zaradi izjemnega občutka pri uporabi in odličnih
        zmogljivosti je idealna za uporabo z najsodobnejšimi mehanskimi sistemi.
    </p>

    <p>
        Čvrsta, a hkrati prožna zasnova s poliestrskim opletem bistveno izboljša
        delovanje trenjskih vozlov brez neželenega »mehčanja« vrvi.
        Notranja sredica ohranja enakomeren premer tudi pod obremenitvijo,
        kar zagotavlja boljši oprijem in manjšo utrujenost rok.
    </p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> pepelnato siva (Ash)</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","223,26",https://shop-vertical.teufelberger.com/product/image/large/7350227_1.jpg,
7350228,Teufelberger,"Vrv Tahyon 11,5 mm - siva - 45m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm siva, 1× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Opis</h2>
    <p>
        V arborističnih krogih je TACHYON hitro postal najbolj priljubljena vrv
        med 24-pramenskimi vrvmi. Zaradi izjemnega občutka pri uporabi in odličnih
        zmogljivosti je idealna za uporabo z najsodobnejšimi mehanskimi sistemi.
    </p>

    <p>
        Čvrsta, a hkrati prožna zasnova s poliestrskim opletem bistveno izboljša
        delovanje trenjskih vozlov brez neželenega »mehčanja« vrvi.
        Notranja sredica ohranja enakomeren premer tudi pod obremenitvijo,
        kar zagotavlja boljši oprijem in manjšo utrujenost rok.
    </p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> pepelnato siva (Ash)</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","281,82",https://shop-vertical.teufelberger.com/product/image/large/7350227_1.jpg,
7350229,Teufelberger,"Vrv Tahyon 11,5 mm - siva - 60m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm siva, 1× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Opis</h2>
    <p>
        V arborističnih krogih je TACHYON hitro postal najbolj priljubljena vrv
        med 24-pramenskimi vrvmi. Zaradi izjemnega občutka pri uporabi in odličnih
        zmogljivosti je idealna za uporabo z najsodobnejšimi mehanskimi sistemi.
    </p>

    <p>
        Čvrsta, a hkrati prožna zasnova s poliestrskim opletem bistveno izboljša
        delovanje trenjskih vozlov brez neželenega »mehčanja« vrvi.
        Notranja sredica ohranja enakomeren premer tudi pod obremenitvijo,
        kar zagotavlja boljši oprijem in manjšo utrujenost rok.
    </p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> pepelnato siva (Ash)</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","342,82",https://shop-vertical.teufelberger.com/product/image/large/7350227_1.jpg,
7350230,Teufelberger,"Vrv Tahyon 11,5 mm - siva - 35m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm siva, 2× spLIFE, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Opis</h2>
    <p>
        V arborističnih krogih je TACHYON hitro postal najbolj priljubljena vrv
        med 24-pramenskimi vrvmi. Zaradi izjemnega občutka pri uporabi in odličnih
        zmogljivosti je idealna za uporabo z najsodobnejšimi mehanskimi sistemi.
    </p>

    <p>
        Čvrsta, a hkrati prožna zasnova s poliestrskim opletem bistveno izboljša
        delovanje trenjskih vozlov brez neželenega »mehčanja« vrvi.
        Notranja sredica ohranja enakomeren premer tudi pod obremenitvijo,
        kar zagotavlja boljši oprijem in manjšo utrujenost rok.
    </p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> pepelnato siva (Ash)</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>","245,22",https://shop-vertical.teufelberger.com/product/image/large/7350227_1.jpg,
7350231,Teufelberger,"Vrv Tahyon 11,5 mm - siva - 45m",VRVI,DINAMIČNE VRVI,,"Tachyon 11,5 mm siva, 2× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Arboristična vrv TACHYON 11,5 mm</title>
</head>
<body>

    <h1>Arboristična vrv TACHYON 11,5 mm</h1>

    <h2>Opis</h2>
    <p>
        V arborističnih krogih je TACHYON hitro postal najbolj priljubljena vrv
        med 24-pramenskimi vrvmi. Zaradi izjemnega občutka pri uporabi in odličnih
        zmogljivosti je idealna za uporabo z najsodobnejšimi mehanskimi sistemi.
    </p>

    <p>
        Čvrsta, a hkrati prožna zasnova s poliestrskim opletem bistveno izboljša
        delovanje trenjskih vozlov brez neželenega »mehčanja« vrvi.
        Notranja sredica ohranja enakomeren premer tudi pod obremenitvijo,
        kar zagotavlja boljši oprijem in manjšo utrujenost rok.
    </p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Ime izdelka:</strong> Tachyon</li>
        <li><strong>Premer:</strong> 11,5 mm</li>
        <li><strong>Barva:</strong> pepelnato siva (Ash)</li>
        <li><strong>Dolžina:</strong> 35,0 m</li>
        <li><strong>Pakiranje:</strong> v štrenu (hank)</li>
        <li><strong>Material opleta:</strong> poliester</li>
        <li><strong>Material sredice:</strong> poliamid</li>
        <li><strong>Embalaža:</strong> škatla + etiketa</li>
        <li><strong>Zaključek vrvi (1. konec):</strong> spLIFE</li>
    </ul>

</body>
</html>
","295,24",https://shop-vertical.teufelberger.com/product/image/large/7350227_1.jpg,
